Reaction_No,Reactant_1_Name,Reactant_2_Name,Catalyst_1_Short_Hand,Ligand_Short_Hand,Reagent_1_Short_Hand,Solvent_1_Short_Hand,Product_Yield_PCT_Area_UV,,
4572,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,Xantphos,NaHCO3,MeOH,19.04,,
4573,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,None,Et3N,MeOH,22.89,,
4574,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(tBu)3,Et3N,MeOH,18.97,,
4575,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(Ph)3 ,Et3N,MeOH,38.79,,
4576,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,AmPhos,Et3N,MeOH,16.74,,
4577,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(Cy)3,Et3N,MeOH,17.02,,
4578,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(o-Tol)3,Et3N,MeOH,18.27,,
4579,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,CataCXium A,Et3N,MeOH,20.16,,
4580,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,SPhos,Et3N,MeOH,21.06,,
4581,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,dtbpf,Et3N,MeOH,22.21,,
4582,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,XPhos,Et3N,MeOH,23.15,,
4583,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,dppf,Et3N,MeOH,22.27,,
4584,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,Xantphos,Et3N,MeOH,17.12,,
4585,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,None,CsF,MeOH,22.30,,
4586,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(tBu)3,CsF,MeOH,21.12,,
4587,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(Ph)3 ,CsF,MeOH,22.31,,
4588,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,AmPhos,CsF,MeOH,16.35,,
4589,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(Cy)3,CsF,MeOH,19.72,,
4590,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(o-Tol)3,CsF,MeOH,17.77,,
4591,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,CataCXium A,CsF,MeOH,26.28,,
4592,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,SPhos,CsF,MeOH,19.93,,
4593,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,dtbpf,CsF,MeOH,20.95,,
4594,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,XPhos,CsF,MeOH,29.03,,
4595,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,dppf,CsF,MeOH,26.50,,
4596,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,Xantphos,CsF,MeOH,19.44,,
4597,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,None,K3PO4,MeOH,22.01,,
4598,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(tBu)3,K3PO4,MeOH,19.82,,
4599,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(Ph)3 ,K3PO4,MeOH,19.28,,
4600,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,AmPhos,K3PO4,MeOH,18.14,,
4601,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(Cy)3,K3PO4,MeOH,21.39,,
4602,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(o-Tol)3,K3PO4,MeOH,17.83,,
4603,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,CataCXium A,K3PO4,MeOH,20.89,,
4604,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,SPhos,K3PO4,MeOH,48.66,,
4605,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,dtbpf,K3PO4,MeOH,21.38,,
4606,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,XPhos,K3PO4,MeOH,43.45,,
4607,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,dppf,K3PO4,MeOH,24.64,,
4608,6-chloroquinoline,"2c, Trifluoroborate",Pd(OAc)2,Xantphos,K3PO4,MeOH,18.51,,
4609,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,P(tBu)3,None,MeOH/H2O_V2 9:1,40.54,,
4610,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,P(Ph)3 ,None,MeOH/H2O_V2 9:1,54.63,,
4611,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,AmPhos,None,MeOH/H2O_V2 9:1,46.20,,
4612,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,P(Cy)3,None,MeOH/H2O_V2 9:1,48.27,,
4613,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,P(o-Tol)3,None,MeOH/H2O_V2 9:1,71.23,,
4614,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,CataCXium A,None,MeOH/H2O_V2 9:1,68.09,,
4615,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,SPhos,None,MeOH/H2O_V2 9:1,49.80,,
4616,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,dtbpf,None,MeOH/H2O_V2 9:1,45.95,,
4617,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,XPhos,None,MeOH/H2O_V2 9:1,66.52,,
4618,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,dppf,None,MeOH/H2O_V2 9:1,44.06,,
4619,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,Xantphos,None,MeOH/H2O_V2 9:1,29.84,,
4620,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,None,None,MeOH/H2O_V2 9:1,54.29,,
4621,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,P(tBu)3,NaOH,MeOH/H2O_V2 9:1,54.51,,
4622,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,P(Ph)3 ,NaOH,MeOH/H2O_V2 9:1,63.70,,
4623,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,AmPhos,NaOH,MeOH/H2O_V2 9:1,47.31,,
4624,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,P(Cy)3,NaOH,MeOH/H2O_V2 9:1,50.68,,
4625,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,P(o-Tol)3,NaOH,MeOH/H2O_V2 9:1,66.87,,
4626,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,CataCXium A,NaOH,MeOH/H2O_V2 9:1,71.17,,
4627,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,SPhos,NaOH,MeOH/H2O_V2 9:1,48.25,,
4628,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,dtbpf,NaOH,MeOH/H2O_V2 9:1,47.40,,
4629,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,XPhos,NaOH,MeOH/H2O_V2 9:1,54.86,,
4630,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,dppf,NaOH,MeOH/H2O_V2 9:1,48.88,,
4631,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,Xantphos,NaOH,MeOH/H2O_V2 9:1,27.14,,
4632,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,None,NaOH,MeOH/H2O_V2 9:1,51.24,,
4633,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,P(tBu)3,KOH,MeOH/H2O_V2 9:1,45.35,,
4634,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,P(Ph)3 ,KOH,MeOH/H2O_V2 9:1,71.25,,
4635,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,AmPhos,KOH,MeOH/H2O_V2 9:1,42.29,,
4636,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,P(Cy)3,KOH,MeOH/H2O_V2 9:1,49.58,,
4637,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,P(o-Tol)3,KOH,MeOH/H2O_V2 9:1,80.86,,
4638,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,CataCXium A,KOH,MeOH/H2O_V2 9:1,79.71,,
4639,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,SPhos,KOH,MeOH/H2O_V2 9:1,65.44,,
4640,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,dtbpf,KOH,MeOH/H2O_V2 9:1,29.72,,
4641,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,XPhos,KOH,MeOH/H2O_V2 9:1,78.04,,
4642,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,dppf,KOH,MeOH/H2O_V2 9:1,35.52,,
4643,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,Xantphos,KOH,MeOH/H2O_V2 9:1,0.00,,
4644,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,None,KOH,MeOH/H2O_V2 9:1,65.36,,
4645,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,P(tBu)3,LiOtBu,MeOH/H2O_V2 9:1,33.79,,
4646,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,P(Ph)3 ,LiOtBu,MeOH/H2O_V2 9:1,0.00,,
4647,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,AmPhos,LiOtBu,MeOH/H2O_V2 9:1,0.00,,
4648,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,P(Cy)3,LiOtBu,MeOH/H2O_V2 9:1,19.51,,
4649,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,P(o-Tol)3,LiOtBu,MeOH/H2O_V2 9:1,69.06,,
4650,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,CataCXium A,LiOtBu,MeOH/H2O_V2 9:1,83.36,,
4651,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,SPhos,LiOtBu,MeOH/H2O_V2 9:1,0.00,,
4652,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,dtbpf,LiOtBu,MeOH/H2O_V2 9:1,0.00,,
4653,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,XPhos,LiOtBu,MeOH/H2O_V2 9:1,92.19,,
4654,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,dppf,LiOtBu,MeOH/H2O_V2 9:1,0.00,,
4655,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,Xantphos,LiOtBu,MeOH/H2O_V2 9:1,0.00,,
4656,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,None,LiOtBu,MeOH/H2O_V2 9:1,58.21,,
4657,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,P(tBu)3,NaHCO3,MeOH/H2O_V2 9:1,56.20,,
4658,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,P(Ph)3 ,NaHCO3,MeOH/H2O_V2 9:1,50.56,,
4659,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,AmPhos,NaHCO3,MeOH/H2O_V2 9:1,40.60,,
4660,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,P(Cy)3,NaHCO3,MeOH/H2O_V2 9:1,41.56,,
4661,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,P(o-Tol)3,NaHCO3,MeOH/H2O_V2 9:1,66.92,,
4662,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,CataCXium A,NaHCO3,MeOH/H2O_V2 9:1,66.51,,
4663,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,SPhos,NaHCO3,MeOH/H2O_V2 9:1,23.01,,
4664,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,dtbpf,NaHCO3,MeOH/H2O_V2 9:1,31.37,,
4665,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,XPhos,NaHCO3,MeOH/H2O_V2 9:1,36.28,,
4666,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,dppf,NaHCO3,MeOH/H2O_V2 9:1,0.00,,
4667,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,Xantphos,NaHCO3,MeOH/H2O_V2 9:1,0.00,,
4668,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,None,NaHCO3,MeOH/H2O_V2 9:1,31.49,,
4669,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,P(tBu)3,Et3N,MeOH/H2O_V2 9:1,0.00,,
4670,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,P(Ph)3 ,Et3N,MeOH/H2O_V2 9:1,39.72,,
4671,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,AmPhos,Et3N,MeOH/H2O_V2 9:1,42.23,,
4672,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,P(Cy)3,Et3N,MeOH/H2O_V2 9:1,37.26,,
4673,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,P(o-Tol)3,Et3N,MeOH/H2O_V2 9:1,58.84,,
4674,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,CataCXium A,Et3N,MeOH/H2O_V2 9:1,56.74,,
4675,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,SPhos,Et3N,MeOH/H2O_V2 9:1,21.71,,
4676,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,dtbpf,Et3N,MeOH/H2O_V2 9:1,35.03,,
4677,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,XPhos,Et3N,MeOH/H2O_V2 9:1,26.87,,
4678,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,dppf,Et3N,MeOH/H2O_V2 9:1,0.00,,
4679,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,Xantphos,Et3N,MeOH/H2O_V2 9:1,0.00,,
4680,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,None,Et3N,MeOH/H2O_V2 9:1,27.04,,
4681,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,P(tBu)3,CsF,MeOH/H2O_V2 9:1,54.02,,
4682,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,P(Ph)3 ,CsF,MeOH/H2O_V2 9:1,65.54,,
4683,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,AmPhos,CsF,MeOH/H2O_V2 9:1,54.54,,
4684,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,P(Cy)3,CsF,MeOH/H2O_V2 9:1,59.37,,
4685,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,P(o-Tol)3,CsF,MeOH/H2O_V2 9:1,68.57,,
4686,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,CataCXium A,CsF,MeOH/H2O_V2 9:1,69.72,,
4687,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,SPhos,CsF,MeOH/H2O_V2 9:1,57.99,,
4688,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,dtbpf,CsF,MeOH/H2O_V2 9:1,59.66,,
4689,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,XPhos,CsF,MeOH/H2O_V2 9:1,72.36,,
4690,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,dppf,CsF,MeOH/H2O_V2 9:1,43.64,,
4691,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,Xantphos,CsF,MeOH/H2O_V2 9:1,28.26,,
4692,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,None,CsF,MeOH/H2O_V2 9:1,49.82,,
4693,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,P(tBu)3,K3PO4,MeOH/H2O_V2 9:1,40.99,,
4694,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,P(Ph)3 ,K3PO4,MeOH/H2O_V2 9:1,48.95,,
4695,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,AmPhos,K3PO4,MeOH/H2O_V2 9:1,34.64,,
4696,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,P(Cy)3,K3PO4,MeOH/H2O_V2 9:1,27.94,,
4697,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,P(o-Tol)3,K3PO4,MeOH/H2O_V2 9:1,51.99,,
4698,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,CataCXium A,K3PO4,MeOH/H2O_V2 9:1,52.56,,
4699,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,SPhos,K3PO4,MeOH/H2O_V2 9:1,0.00,,
4700,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,dtbpf,K3PO4,MeOH/H2O_V2 9:1,21.33,,
4701,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,XPhos,K3PO4,MeOH/H2O_V2 9:1,21.78,,
4702,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,dppf,K3PO4,MeOH/H2O_V2 9:1,0.00,,
4703,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,Xantphos,K3PO4,MeOH/H2O_V2 9:1,0.00,,
4704,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,None,K3PO4,MeOH/H2O_V2 9:1,22.54,,
4705,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,P(tBu)3,None,MeCN,0.00,,
4706,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,P(Ph)3 ,None,MeCN,0.00,,
4707,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,AmPhos,None,MeCN,0.00,,
4708,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,P(Cy)3,None,MeCN,0.00,,
4709,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,P(o-Tol)3,None,MeCN,0.00,,
4710,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,CataCXium A,None,MeCN,0.00,,
4711,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,SPhos,None,MeCN,0.00,,
4712,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,dtbpf,None,MeCN,0.00,,
4713,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,XPhos,None,MeCN,0.00,,
4714,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,dppf,None,MeCN,0.00,,
4715,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,Xantphos,None,MeCN,0.00,,
4716,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,None,None,MeCN,0.00,,
4717,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,P(tBu)3,NaOH,MeCN,0.00,,
4718,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,P(Ph)3 ,NaOH,MeCN,0.00,,
4719,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,AmPhos,NaOH,MeCN,21.10,,
4720,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,P(Cy)3,NaOH,MeCN,0.00,,
4721,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,P(o-Tol)3,NaOH,MeCN,18.81,,
4722,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,CataCXium A,NaOH,MeCN,35.80,,
4723,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,SPhos,NaOH,MeCN,19.54,,
4724,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,dtbpf,NaOH,MeCN,35.05,,
4725,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,XPhos,NaOH,MeCN,16.35,,
4726,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,dppf,NaOH,MeCN,19.96,,
4727,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,Xantphos,NaOH,MeCN,0.00,,
4728,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,None,NaOH,MeCN,19.70,,
4729,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,P(tBu)3,KOH,MeCN,40.24,,
4730,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,P(Ph)3 ,KOH,MeCN,45.86,,
4731,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,AmPhos,KOH,MeCN,52.70,,
4732,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,P(Cy)3,KOH,MeCN,30.50,,
4733,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,P(o-Tol)3,KOH,MeCN,27.56,,
4734,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,CataCXium A,KOH,MeCN,48.69,,
4735,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,SPhos,KOH,MeCN,29.34,,
4736,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,dtbpf,KOH,MeCN,33.23,,
4737,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,XPhos,KOH,MeCN,26.63,,
4738,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,dppf,KOH,MeCN,28.08,,
4739,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,Xantphos,KOH,MeCN,0.00,,
4740,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,None,KOH,MeCN,26.67,,
4741,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,P(tBu)3,LiOtBu,MeCN,54.08,,
4742,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,P(Ph)3 ,LiOtBu,MeCN,46.75,,
4743,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,AmPhos,LiOtBu,MeCN,46.65,,
4744,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,P(Cy)3,LiOtBu,MeCN,30.64,,
4745,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,P(o-Tol)3,LiOtBu,MeCN,15.11,,
4746,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,CataCXium A,LiOtBu,MeCN,42.99,,
4747,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,SPhos,LiOtBu,MeCN,24.27,,
4748,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,dtbpf,LiOtBu,MeCN,25.71,,
4749,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,XPhos,LiOtBu,MeCN,21.36,,
4750,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,dppf,LiOtBu,MeCN,19.47,,
4751,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,Xantphos,LiOtBu,MeCN,0.00,,
4752,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,None,LiOtBu,MeCN,15.58,,
4753,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,P(tBu)3,NaHCO3,MeCN,49.01,,
4754,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,P(Ph)3 ,NaHCO3,MeCN,38.17,,
4755,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,AmPhos,NaHCO3,MeCN,43.48,,
4756,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,P(Cy)3,NaHCO3,MeCN,15.90,,
4757,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,P(o-Tol)3,NaHCO3,MeCN,29.59,,
4758,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,CataCXium A,NaHCO3,MeCN,57.10,,
4759,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,SPhos,NaHCO3,MeCN,16.87,,
4760,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,dtbpf,NaHCO3,MeCN,19.72,,
4761,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,XPhos,NaHCO3,MeCN,17.47,,
4762,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,dppf,NaHCO3,MeCN,38.47,,
4763,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,Xantphos,NaHCO3,MeCN,0.00,,
4764,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,None,NaHCO3,MeCN,15.13,,
4765,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,P(tBu)3,Et3N,MeCN,25.64,,
4766,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,P(Ph)3 ,Et3N,MeCN,27.67,,
4767,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,AmPhos,Et3N,MeCN,42.87,,
4768,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,P(Cy)3,Et3N,MeCN,14.21,,
4769,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,P(o-Tol)3,Et3N,MeCN,15.39,,
4770,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,CataCXium A,Et3N,MeCN,30.97,,
4771,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,SPhos,Et3N,MeCN,0.00,,
4772,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,dtbpf,Et3N,MeCN,0.00,,
4773,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,XPhos,Et3N,MeCN,0.00,,
4774,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,dppf,Et3N,MeCN,0.00,,
4775,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,Xantphos,Et3N,MeCN,0.00,,
4776,6-quinoline-boronic acid hydrochloride,"2d, Bromide",Pd(OAc)2,None,Et3N,MeCN,0.00,,
